frame_id, x, y, z
0, 1.716275, -0.093743, -0.056761
1, 10.298960, -0.562431, -0.340542
2, 10.298960, -0.562431, -0.340542
3, 18.173180, -1.011589, -0.609240
4, 27.496270, -1.538025, -0.897112
5, 36.387510, -1.993748, -1.194548
6, 46.598030, -2.661881, -1.593756
7, 55.391780, -3.248811, -1.886487
8, 64.697860, -3.912602, -2.145353
9, 64.697860, -3.912602, -2.145353
10, 72.767910, -4.580210, -2.409731
11, 79.049530, -5.133801, -2.701840
12, 83.454540, -5.105620, -2.895751
13, 88.747950, -0.450022, -3.146259
14, 89.472220, 3.536770, -3.247013
15, 89.701670, 8.800912, -3.426200
16, 89.805260, 15.773680, -3.621398
17, 90.227690, 23.034320, -3.908789
18, 90.588890, 30.340320, -4.264420
19, 90.323610, 38.189580, -4.577147
20, 89.460220, 45.284970, -4.837060
21, 89.460220, 45.284970, -4.837060
22, 90.660970, 55.133190, -5.336870
23, 90.660970, 55.133190, -5.336870
24, 94.507980, 57.684380, -5.612666
25, 98.928300, 58.696730, -5.732310
26, 104.754400, 60.134240, -5.975190
27, 111.669200, 61.874140, -6.252301
28, 119.665900, 63.691300, -6.583319
29, 127.274600, 65.459040, -6.878751
30, 135.459900, 67.539460, -7.240417
31, 142.659800, 69.187890, -7.492154
32, 142.659800, 69.187890, -7.492154
33, 150.615300, 70.634070, -7.751909
34, 157.958600, 71.430750, -7.990297
35, 166.201000, 71.855660, -8.188372
36, 174.551700, 71.922420, -8.332767
37, 182.214100, 71.538190, -8.495182
38, 190.694700, 71.075770, -8.761375
39, 190.694700, 71.075770, -8.761375
40, 198.609100, 70.545570, -8.969162
41, 205.673200, 70.127680, -9.120498
42, 211.649800, 70.019510, -9.302230
43, 211.649800, 70.019510, -9.302230
44, 218.270700, 69.972110, -9.473975
45, 224.353700, 69.981630, -9.683750
46, 231.112200, 69.886350, -9.937611
47, 231.112200, 69.886350, -9.937611
48, 236.931700, 69.664050, -10.088990
49, 241.092500, 68.414950, -10.150950
50, 243.991900, 65.260110, -10.117880
51, 243.991900, 65.260110, -10.117880
52, 244.941400, 60.961950, -9.844318
53, 244.797800, 55.981150, -9.567377
54, 244.284500, 48.868140, -9.139656
55, 244.284500, 48.868140, -9.139656
56, 243.840300, 40.316590, -8.777811
57, 243.489000, 32.472950, -8.324969
58, 243.139100, 23.880690, -7.985757
59, 242.799500, 16.502310, -7.778565
60, 242.069500, 8.787789, -7.550347
61, 241.523700, 2.325909, -7.363850
62, 241.318300, -2.559693, -7.217072
63, 241.386500, -5.423479, -7.145945
64, 241.386500, -5.423479, -7.145945
65, 241.458600, -6.421901, -7.154462
66, 241.473300, -6.435232, -7.164249
67, 241.516100, -6.742488, -7.147470
68, 241.516100, -6.742488, -7.147470
69, 241.759600, -8.540863, -7.111017
70, 242.858600, -11.014590, -7.064329
71, 245.979800, -13.318280, -7.056461
72, 250.776000, -14.142370, -7.177194
73, 250.776000, -14.142370, -7.177194
74, 257.837600, -14.399650, -7.358411
75, 266.403800, -14.681550, -7.522891
76, 276.155700, -15.035340, -7.761510
77, 286.619600, -15.436590, -8.069890
78, 296.071900, -15.885310, -8.348776
79, 305.314100, -16.389710, -8.606509
80, 315.608200, -16.883890, -8.894774
81, 326.294000, -17.395860, -9.238189
82, 336.995200, -17.959610, -9.572257
83, 346.169000, -18.453080, -9.855773
84, 355.338800, -19.038980, -10.116490
85, 362.022400, -19.337910, -10.367980
86, 367.322100, -19.649890, -10.591950
87, 367.322100, -19.649890, -10.591950
88, 374.456600, -24.370410, -10.711680
89, 375.032700, -29.121950, -10.605570
90, 375.032700, -29.121950, -10.605570
91, 374.385300, -35.494020, -10.404270
92, 373.767800, -42.294220, -10.209260
93, 373.336900, -51.153580, -9.841602
94, 373.336900, -51.153580, -9.841602
95, 372.905000, -60.308540, -9.487650
96, 372.333300, -68.405220, -9.171513
97, 371.817600, -77.243790, -8.853528
98, 371.704100, -85.015590, -8.589614
99, 371.747200, -92.376860, -8.377804
100, 371.747200, -92.376860, -8.377804
101, 371.438800, -98.269930, -8.213451
102, 370.788700, -104.313400, -8.060977
103, 370.063600, -110.625300, -7.775619
104, 370.063600, -110.625300, -7.775619
105, 369.402000, -119.079000, -7.352691
106, 369.222000, -127.749200, -7.067306
107, 369.091400, -137.686000, -6.733132
108, 369.091400, -137.686000, -6.733132
109, 368.709500, -147.377400, -6.403585
110, 368.110800, -156.834000, -6.028879
111, 367.622800, -165.025300, -5.709019
112, 367.622800, -165.025300, -5.709019
113, 367.237400, -172.229800, -5.408734
114, 366.770800, -178.405800, -5.200726
115, 365.191500, -183.399200, -4.960498
116, 365.191500, -183.399200, -4.960498
117, 361.163300, -186.575700, -4.687420
118, 355.773500, -187.206000, -4.412544
119, 348.759100, -186.836900, -4.199482
120, 348.759100, -186.836900, -4.199482
121, 341.378400, -186.036000, -3.960565
122, 332.220800, -185.134200, -3.698286
123, 322.895600, -184.418100, -3.364575
124, 313.350400, -183.872800, -3.008214
125, 304.859800, -183.419500, -2.718396
126, 295.601700, -183.122800, -2.411142
127, 295.601700, -183.122800, -2.411142
128, 287.222000, -182.672600, -2.147003
129, 277.557000, -182.149900, -1.800893
130, 267.776500, -181.568800, -1.450150
131, 257.824800, -180.848300, -1.149494
132, 248.947400, -180.251400, -0.897513
133, 232.293500, -179.426200, -0.418444
134, 225.902800, -179.337800, -0.215340
135, 221.398200, -178.609800, -0.091148
136, 218.205000, -176.315400, -0.019599
137, 215.987700, -171.242400, 0.006739
138, 215.579200, -164.983800, -0.118821
139, 215.490900, -157.168700, -0.349063
140, 215.609200, -148.464800, -0.600834
141, 216.087400, -139.455100, -0.890565
142, 216.087400, -139.455100, -0.890565
143, 216.803000, -131.505400, -1.117805
144, 217.500900, -118.052900, -1.765239
145, 217.587200, -112.188000, -1.923584
146, 218.945400, -106.749500, -2.025929
147, 222.051200, -103.036000, -2.189144
148, 226.910100, -101.006900, -2.526393
149, 235.540100, -98.348550, -2.820092
150, 237.358800, -95.283150, -2.893774
151, 238.158800, -91.107480, -2.970966
152, 238.577400, -85.818930, -3.089892
153, 238.957400, -78.338900, -3.201263
154, 239.411700, -70.862210, -3.338660
155, 240.330500, -53.303530, -4.205374
156, 240.827100, -45.048220, -4.610806
157, 241.461500, -38.244120, -4.801646
158, 242.064400, -32.155730, -4.889678
159, 242.468900, -26.747170, -5.053168
160, 241.835100, -21.032600, -5.299016
161, 241.362100, -19.754890, -5.289635
162, 239.465900, -17.299030, -5.512958
163, 235.164300, -15.431720, -5.507429
164, 228.390400, -14.864570, -5.343652
165, 219.600800, -14.744020, -5.024081
166, 209.201300, -14.353480, -4.732652
167, 199.045100, -13.739120, -4.511093
168, 187.299500, -12.983360, -4.253796
169, 176.246100, -12.450810, -3.927740
170, 163.431800, -11.901920, -3.591375
171, 150.320000, -11.281310, -3.336424
172, 137.216500, -10.490420, -2.907447
173, 125.795900, -9.842207, -2.676072
174, 106.036100, -8.810192, -2.484177
175, 98.919720, -8.163715, -2.367550
176, 93.991530, -5.538427, -2.402837
177, 91.376990, -0.953585, -2.435403
178, 90.578530, 8.081090, -2.703699
179, 90.296110, 16.085620, -2.939984
180, 90.958360, 25.498970, -3.294820
181, 90.997740, 33.964420, -3.611519
182, 90.362430, 41.656720, -3.883158
183, 87.791630, 58.313300, -4.506276
184, 84.734940, 66.688490, -4.622012
185, 81.026180, 75.294640, -4.777015
186, 76.469870, 84.108690, -5.012160
187, 71.968490, 91.573040, -5.173387
188, 61.642100, 104.319800, -5.387971
189, 61.642100, 104.319800, -5.387971
190, 52.831180, 115.077800, -5.455029
191, 48.602090, 120.853600, -5.442470
192, 43.820780, 127.330000, -5.493653
193, 37.430390, 135.848000, -5.497469
194, 32.348190, 142.832700, -5.512398
195, 27.853190, 148.876700, -5.563610
196, 22.104300, 156.409800, -5.661844
197, 17.981820, 161.512100, -5.794799
198, 16.039170, 166.884400, -5.978445
199, 15.756280, 179.305300, -6.377428
200, 15.181210, 186.741500, -6.624110
201, 14.643610, 193.676900, -6.782223
202, 13.869800, 201.755200, -7.033032
203, 13.111090, 210.148900, -7.301560
204, 12.513180, 217.808000, -7.551199
205, 11.806220, 226.591100, -7.846308
206, 10.248770, 243.500800, -8.447662
207, 9.616742, 251.962400, -8.813807
208, 9.079415, 259.364300, -9.115183
209, 8.142069, 264.413400, -9.284669
210, 7.121329, 269.438900, -9.454256
211, 6.781844, 271.947400, -9.573521
212, 7.486302, 274.435500, -9.726740
213, 10.403880, 276.399700, -9.859061
214, 21.212700, 279.006400, -10.265440
215, 29.910160, 279.492000, -10.525190
216, 39.570910, 280.196400, -10.851740
217, 48.686620, 280.824700, -11.169330
218, 58.894460, 281.535500, -11.516570
219, 68.123450, 282.317100, -11.794100
220, 78.300480, 282.945600, -12.159440
221, 97.342340, 284.667200, -12.847080
222, 107.095500, 286.157800, -13.208070
223, 115.592900, 287.491000, -13.560000
224, 124.280600, 288.846400, -13.938320
225, 136.891800, 291.855800, -14.431910
226, 141.676900, 292.127600, -14.598070
227, 145.870700, 288.831900, -14.697820
228, 149.919400, 284.571900, -14.809780
229, 153.208800, 277.685500, -14.880560
230, 157.422000, 269.752700, -14.938650
231, 162.229400, 261.343100, -14.958730
232, 166.651500, 255.011000, -14.822360
233, 172.701800, 245.979100, -14.456920
234, 177.108800, 238.186300, -14.234710
235, 185.672600, 222.160200, -13.954690
236, 189.612200, 214.730300, -13.857040
237, 192.364900, 209.293500, -13.791380
238, 194.747600, 204.973800, -13.714000
239, 196.105800, 203.210200, -13.713000
240, 198.000000, 201.195300, -13.711620
241, 201.145600, 197.252900, -13.694860
242, 204.501700, 191.951600, -13.594100
243, 208.336500, 185.272600, -13.471500
244, 216.296100, 171.006800, -13.189410
245, 216.296100, 171.006800, -13.189410
246, 222.712800, 158.407800, -13.041810
247, 223.375200, 153.375200, -12.945790
248, 222.886700, 146.999200, -12.646040
249, 221.893600, 130.714800, -11.959030
250, 221.893600, 130.714800, -11.959030
251, 220.708000, 110.545200, -11.284410
252, 220.708000, 110.545200, -11.284410
253, 220.218600, 101.840600, -11.031960
254, 219.626300, 92.566770, -10.744520
255, 219.254500, 79.229300, -10.330410
256, 221.411200, 74.069090, -10.180990
257, 225.143300, 71.281570, -10.176500
258, 232.335400, 69.761130, -10.317800
259, 239.133000, 69.535540, -10.508600
260, 247.537300, 69.286960, -10.911340
261, 256.917100, 68.811860, -11.206620
262, 267.324800, 68.226730, -11.581040
263, 276.933400, 67.659810, -11.870680
264, 287.456300, 66.973690, -12.208620
265, 296.850700, 66.346760, -12.327140
266, 307.018200, 65.573590, -12.491640
267, 316.979500, 64.395470, -12.726660
268, 334.935200, 62.501400, -13.126760
269, 346.032900, 61.993500, -13.409290
270, 354.611700, 61.679290, -13.553940
271, 362.882200, 61.583590, -13.779960
272, 369.692400, 61.643910, -13.986970
273, 376.528400, 60.966710, -14.145940
274, 383.741300, 60.065570, -14.312040
275, 392.106700, 59.765420, -14.648810
276, 402.560300, 59.646750, -15.042640
277, 413.205600, 59.145110, -15.405700
278, 423.604200, 58.574140, -15.721200
279, 432.280500, 58.117570, -16.035840
280, 440.455500, 57.259990, -16.292150
281, 446.192100, 56.244450, -16.473570
282, 450.368100, 57.797660, -16.688050
283, 454.193600, 64.075560, -16.979110
284, 454.413600, 69.481920, -17.123110
285, 454.842700, 76.973820, -17.394340
286, 455.413200, 85.770950, -17.734830
287, 455.895400, 95.328570, -18.062660
288, 456.439600, 105.059600, -18.406040
289, 457.385600, 122.966100, -19.166300
290, 458.220100, 130.996800, -19.520250
291, 459.909300, 139.578900, -19.851940
292, 462.318400, 147.734600, -20.182130
293, 462.318400, 147.734600, -20.182130
294, 468.596800, 162.026600, -20.995030
295, 472.526000, 168.632200, -21.475040
296, 475.783300, 173.302800, -21.834330
297, 477.938000, 177.002200, -22.040770
298, 478.545600, 180.532000, -22.171440
299, 477.285200, 184.488300, -22.269810
300, 473.464500, 188.478700, -22.291920
301, 459.722900, 199.355800, -22.096330
302, 459.722900, 199.355800, -22.096330
303, 451.785300, 205.684800, -22.050960
304, 444.014500, 211.976500, -22.041870
305, 429.213000, 224.139800, -21.944080
306, 429.213000, 224.139800, -21.944080
307, 421.975200, 230.199100, -21.916200
308, 414.107800, 236.823000, -21.892600
309, 407.877000, 241.095100, -21.865800
310, 401.962300, 244.073200, -21.815850
311, 401.962300, 244.073200, -21.815850
312, 393.294500, 238.175300, -21.264860
313, 393.294500, 238.175300, -21.264860
314, 388.759000, 223.725900, -20.342600
315, 387.487700, 213.454200, -19.951110
316, 386.595500, 204.658000, -19.694660
317, 386.595500, 204.658000, -19.694660
318, 385.628000, 192.318400, -19.359280
319, 385.028900, 181.348200, -18.962220
320, 384.605200, 171.787000, -18.652100
321, 384.281300, 161.695100, -18.279830
322, 384.204900, 153.212500, -18.000960
323, 383.500700, 147.360800, -17.735620
324, 380.548800, 143.476000, -17.456020
325, 380.548800, 143.476000, -17.456020
326, 375.563200, 142.272300, -17.219710
327, 369.918800, 142.121000, -16.997020
328, 362.110400, 142.269700, -16.745930
329, 352.539000, 142.739700, -16.442040
330, 343.091000, 143.227100, -16.219070
331, 332.446200, 143.863900, -15.977260
332, 322.795400, 144.478400, -15.656820
333, 311.522000, 145.081700, -15.311820
334, 299.781500, 145.779600, -14.891010
335, 289.221500, 146.466500, -14.637790
336, 277.682800, 147.176600, -14.345680
337, 266.399500, 147.765000, -13.988850
338, 256.631500, 148.303900, -13.681680
339, 246.697000, 148.855100, -13.379980
340, 246.697000, 148.855100, -13.379980
341, 238.516200, 149.409700, -13.278930
342, 233.007600, 149.863300, -13.173590
343, 228.552100, 149.399000, -13.031790
344, 225.048900, 147.075700, -12.821670
345, 222.963900, 143.010800, -12.527420
346, 222.963900, 143.010800, -12.527420
347, 222.122400, 136.707500, -12.231950
348, 221.891200, 128.449800, -11.941310
349, 221.356100, 109.673500, -11.257460
350, 221.356100, 109.673500, -11.257460
351, 220.307000, 91.593780, -10.682220
352, 220.307000, 91.593780, -10.682220
353, 219.854900, 84.015240, -10.386970
354, 220.757700, 75.546160, -10.048340
355, 224.310300, 71.678670, -9.947983
356, 228.711400, 69.986840, -10.109130
357, 233.967200, 69.443340, -10.291470
358, 239.377200, 68.850580, -10.431380
359, 243.182900, 66.803100, -10.153670
360, 245.365800, 62.589190, -9.766015
361, 245.424300, 57.176410, -9.440360
362, 245.111400, 50.886640, -9.096874
363, 244.817200, 42.122820, -8.671159
364, 244.248300, 31.755240, -8.195062
365, 243.649100, 20.993490, -7.661799
366, 242.907900, 11.645960, -7.332324
367, 242.182200, 3.474518, -7.110408
368, 241.692600, -6.845250, -6.815427
369, 242.094400, -9.095550, -6.745895
370, 243.420200, -11.498330, -6.689810
371, 247.212100, -13.876090, -6.693307
372, 252.994100, -14.534350, -6.795428
373, 261.600600, -14.767050, -7.003600
374, 272.307400, -15.143050, -7.232552
375, 295.543400, -16.099940, -7.813183
376, 308.160700, -16.647200, -8.224857
377, 319.642800, -17.108890, -8.543556
378, 332.286400, -17.601060, -8.842975
379, 344.467400, -18.139020, -9.160291
380, 355.179500, -18.701010, -9.481883
381, 363.194200, -18.963980, -9.726873
382, 369.712600, -19.234950, -9.901782
383, 374.032800, -20.737910, -10.009910
384, 376.556700, -24.934490, -9.871383
385, 376.115600, -30.684820, -9.658371
386, 374.928500, -37.913380, -9.443687
387, 374.108500, -46.026710, -9.169842
388, 373.487200, -55.328120, -8.742463
389, 372.909300, -66.219570, -8.326584
390, 372.296300, -77.016520, -7.920701
391, 372.003100, -87.256990, -7.547871
392, 371.090100, -104.006100, -7.012862
393, 370.228500, -112.739100, -6.673776
394, 369.701900, -123.918400, -6.285628
395, 369.646000, -135.720300, -5.903866
396, 369.166400, -147.327600, -5.563013
397, 368.539100, -157.533900, -5.161697
398, 367.748600, -167.432800, -4.772560
399, 366.867100, -178.097400, -4.429870
400, 366.403700, -188.933700, -4.128173
401, 366.182600, -200.121200, -3.728399
402, 366.285500, -210.347900, -3.315181
403, 367.421200, -229.700800, -2.658722
404, 368.580600, -237.069600, -2.458118
405, 369.946600, -242.343700, -2.356458
406, 370.395800, -246.477900, -2.287939
407, 370.302200, -250.216600, -2.162385
408, 370.476800, -254.052100, -2.021253
409, 370.991800, -257.560500, -1.908885
410, 370.865000, -260.853800, -1.795956
411, 368.735200, -264.683500, -1.575511
412, 356.260600, -269.143100, -0.968007
413, 335.850800, -270.754500, -0.293336
414, 312.268400, -271.155700, 0.466393
415, 301.989900, -270.620800, 0.779204
416, 279.998100, -268.188900, 1.326161
417, 268.065500, -266.184000, 1.602224
418, 255.913700, -263.496200, 1.865352
419, 243.839800, -260.189300, 2.089988
420, 234.290800, -257.174300, 2.265334
421, 222.544000, -252.919100, 2.455450
422, 199.870800, -243.384000, 2.819677
423, 189.035400, -237.983200, 2.999715
424, 179.589900, -232.835600, 3.172514
425, 168.959800, -226.519500, 3.097749
426, 149.586800, -213.150700, 2.996851
427, 140.044600, -205.709300, 3.009769
428, 130.786100, -197.720400, 3.061735
429, 113.636200, -180.833900, 2.995427
430, 96.925240, -162.094200, 2.901447
431, 79.211590, -142.660500, 2.715466
432, 71.308100, -133.841200, 2.672027
433, 62.565200, -124.094300, 2.541933
434, 54.746480, -115.383500, 2.478395
435, 46.002980, -105.672400, 2.407864
436, 37.183550, -95.852140, 2.210109
437, 20.421650, -76.962720, 1.932076
438, 11.772280, -67.251040, 1.871594
439, 4.084132, -58.831650, 1.802791
440, -10.528340, -42.404320, 1.633933
441, -15.003710, -36.423220, 1.527558
442, -17.514370, -29.566120, 1.321679
443, -16.759750, -23.513650, 1.108388
444, -13.439350, -17.952400, 0.791861
445, -10.242620, -12.922670, 0.464518
446, -8.023430, -8.843007, 0.197969
447, -6.754992, -6.290034, 0.034832
448, -5.474396, -4.546901, -0.095117
449, 1.417145, -0.812186, -0.486960
450, 8.489033, -0.497059, -0.643451
451, 17.247450, -0.825265, -0.876104
452, 36.923590, -2.150183, -1.530548
453, 46.962570, -2.848280, -1.840111
454, 70.366360, -4.099562, -2.604193
455, 82.136440, -4.800834, -3.138830
